"","assessment_organisation_standard_guide","assessment_organisation","assessment_organisations_standard_code","assessment_organisation_delivery_area","start_date","end_date"
"2982",2982,"EPA0108","203",4,NA,NA
"2983",2983,"EPA0108","203",7,NA,NA
"2984",2984,"EPA0108","203",NA,NA,NA
"2985",2985,"EPA0108","203",1,NA,NA
"2986",2986,"EPA0108","203",1,NA,NA
"2987",2987,"EPA0108","203",3,NA,NA
"2988",2988,"EPA0108","203",7,NA,NA
"2989",2989,"EPA0108","203",NA,NA,NA
"2990",2990,"EPA0108","203",9,NA,NA
"2991",2991,"EPA0108","203",6,NA,NA
"2992",2992,"EPA0038","204a",1,NA,NA
"2993",2993,"EPA0038","204a",1,NA,NA
"2994",2994,"EPA0011","177",1,NA,NA
"2995",2995,"EPA0011","177",1,NA,NA
"2996",2996,"EPA0050","204a",1,NA,NA
"2997",2997,"EPA0050","204a",1,NA,NA
"2998",2998,"EPA0045","196",1,NA,NA
"2999",2999,"EPA0045","196",1,NA,NA
"3000",3000,"EPA0045","196",1,NA,NA
"3001",3001,"EPA0045","196",1,NA,NA
"3002",3002,"EPA0045","196",1,NA,NA
"3003",3003,"EPA0045","196",1,NA,NA
"3004",3004,"EPA0045","122",1,NA,NA
"3005",3005,"EPA0045","122",1,NA,NA
"3006",3006,"EPA0045","122",1,NA,NA
"3007",3007,"EPA0045","122",1,NA,NA
"3008",3008,"EPA0045","122",1,NA,NA
"3009",3009,"EPA0045","122",1,NA,NA
"3010",3010,"EPA0045","122",1,NA,NA
"3011",3011,"EPA0045","122",1,NA,NA
"3012",3012,"EPA0045","122",1,NA,NA
"3013",3013,"EPA0045","122",1,NA,NA
"3014",3014,"EPA0045","122",1,NA,NA
"3015",3015,"EPA0045","122",1,NA,NA
"3016",3016,"EPA0045","122",1,NA,NA
"3017",3017,"EPA0045","172",1,NA,NA
"3018",3018,"EPA0045","172",1,NA,NA
"3019",3019,"EPA0045","140",1,NA,NA
"3020",3020,"EPA0045","140",1,NA,NA
"3021",3021,"EPA0045","140",1,NA,NA
"3022",3022,"EPA0045","140",1,NA,NA
"3023",3023,"EPA0045","140",1,NA,NA
"3024",3024,"EPA0045","140",1,NA,NA
"3025",3025,"EPA0045","140",1,NA,NA
"3026",3026,"EPA0045","140",1,NA,NA
"3027",3027,"EPA0045","140",1,NA,NA
"3028",3028,"EPA0045","140",1,NA,NA
"3029",3029,"EPA0045","140",1,NA,NA
"3030",3030,"EPA0045","140",1,NA,NA
"3031",3031,"EPA0045","140",1,NA,NA
"3032",3032,"EPA0045","140",1,NA,NA
"3033",3033,"EPA0045","209",1,NA,NA
"3034",3034,"EPA0045","223",1,NA,NA
"3035",3035,"EPA0053","224",1,NA,NA
"3036",3036,"EPA0053","224",1,NA,NA
"3037",3037,"EPA0041","144",1,NA,NA
"3038",3038,"EPA0041","144",1,NA,NA
"3039",3039,"EPA0041","144",1,NA,NA
"3040",3040,"EPA0041","144",1,NA,NA
"3041",3041,"EPA0058","93",1,NA,NA
"3042",3042,"EPA0058","93",1,NA,NA
"3043",3043,"EPA0058","93",1,NA,NA
"3044",3044,"EPA0058","93",1,NA,NA
"3045",3045,"EPA0058","93",1,NA,NA
"3046",3046,"EPA0058","93",1,NA,NA
"3047",3047,"EPA0058","93",1,NA,NA
"3048",3048,"EPA0058","93",1,NA,NA
"3049",3049,"EPA0058","93",1,NA,NA
"3050",3050,"EPA0058","93",1,NA,NA
"3051",3051,"EPA0058","93",1,NA,NA
"3052",3052,"EPA0058","93",1,NA,NA
"3053",3053,"EPA0058","93",1,NA,NA
"3054",3054,"EPA0058","138",1,NA,NA
"3055",3055,"EPA0058","138",1,NA,NA
"3056",3056,"EPA0058","138",1,NA,NA
"3057",3057,"EPA0058","138",1,NA,NA
"3058",3058,"EPA0058","138",1,NA,NA
"3059",3059,"EPA0058","138",1,NA,NA
"3060",3060,"EPA0058","138",1,NA,NA
"3061",3061,"EPA0058","138",1,NA,NA
"3062",3062,"EPA0058","138",1,NA,NA
"3063",3063,"EPA0058","138",1,NA,NA
"3064",3064,"EPA0058","138",1,NA,NA
"3065",3065,"EPA0058","138",1,NA,NA
"3066",3066,"EPA0058","139",1,NA,NA
"3067",3067,"EPA0058","139",1,NA,NA
"3068",3068,"EPA0058","139",1,NA,NA
"3069",3069,"EPA0058","139",1,NA,NA
"3070",3070,"EPA0058","139",1,NA,NA
"3071",3071,"EPA0058","139",1,NA,NA
"3072",3072,"EPA0058","139",1,NA,NA
"3073",3073,"EPA0058","139",1,NA,NA
"3074",3074,"EPA0080","199",1,NA,NA
"3075",3075,"EPA0080","200",1,NA,NA
"3076",3076,"EPA0109","86",1,NA,NA
"3077",3077,"EPA0109","86",1,NA,NA
"3078",3078,"EPA0109","86",1,NA,NA
"3079",3079,"EPA0109","87",1,NA,NA
"3080",3080,"EPA0109","87",1,NA,NA
"3081",3081,"EPA0109","87",1,NA,NA
"3082",3082,"EPA0110","190",1,NA,NA
"3083",3083,"EPA0110","190",1,NA,NA
"3084",3084,"EPA0110","190",1,NA,NA
"3085",3085,"EPA0110","191",1,NA,NA
"3086",3086,"EPA0110","191",1,NA,NA
"3087",3087,"EPA0110","191",1,NA,NA
"3088",3088,"EPA0111","203",3,NA,NA
"3089",3089,"EPA0111","203",NA,NA,NA
"3090",3090,"EPA0111","203",8,NA,NA
"3091",3091,"EPA0111","203",NA,NA,NA
"3092",3092,"EPA0111","203",NA,NA,NA
"3093",3093,"EPA0111","203",NA,NA,NA
"3094",3094,"EPA0111","203",5,NA,NA
"3095",3095,"EPA0111","203",4,NA,NA
"3096",3096,"EPA0111","203",7,NA,NA
"3097",3097,"EPA0111","203",NA,NA,NA
"3098",3098,"EPA0111","203",1,NA,NA
"3099",3099,"EPA0111","203",1,NA,NA
"3100",3100,"EPA0111","203",3,NA,NA
"3101",3101,"EPA0111","203",7,NA,NA
"3102",3102,"EPA0111","203",NA,NA,NA
"3103",3103,"EPA0111","203",9,NA,NA
"3104",3104,"EPA0111","203",6,NA,NA
"3105",3105,"EPA0112","203",3,NA,NA
"3106",3106,"EPA0112","203",NA,NA,NA
"3107",3107,"EPA0112","203",8,NA,NA
"3108",3108,"EPA0112","203",NA,NA,NA
"3109",3109,"EPA0112","203",NA,NA,NA
"3110",3110,"EPA0112","203",NA,NA,NA
"3111",3111,"EPA0112","203",5,NA,NA
"3112",3112,"EPA0112","203",4,NA,NA
"3113",3113,"EPA0112","203",7,NA,NA
"3114",3114,"EPA0112","203",NA,NA,NA
"3115",3115,"EPA0112","203",1,NA,NA
"3116",3116,"EPA0112","203",1,NA,NA
"3117",3117,"EPA0112","203",3,NA,NA
"3118",3118,"EPA0112","203",7,NA,NA
"3119",3119,"EPA0112","203",NA,NA,NA
"3120",3120,"EPA0112","203",9,NA,NA
"3121",3121,"EPA0112","203",6,NA,NA
"3122",3122,"EPA0113","203",3,NA,NA
"3123",3123,"EPA0113","203",NA,NA,NA
"3124",3124,"EPA0113","203",8,NA,NA
"3125",3125,"EPA0113","203",NA,NA,NA
"3126",3126,"EPA0113","203",NA,NA,NA
"3127",3127,"EPA0113","203",NA,NA,NA
"3128",3128,"EPA0113","203",5,NA,NA
"3129",3129,"EPA0113","203",4,NA,NA
"3130",3130,"EPA0113","203",7,NA,NA
"3131",3131,"EPA0113","203",NA,NA,NA
"3132",3132,"EPA0113","203",1,NA,NA
"3133",3133,"EPA0113","203",1,NA,NA
"3134",3134,"EPA0113","203",3,NA,NA
"3135",3135,"EPA0113","203",7,NA,NA
"3136",3136,"EPA0113","203",NA,NA,NA
"3137",3137,"EPA0113","203",9,NA,NA
"3138",3138,"EPA0113","203",6,NA,NA
"3139",3139,"EPA0114","203",3,NA,NA
"3140",3140,"EPA0114","203",NA,NA,NA
"3141",3141,"EPA0114","203",8,NA,NA
"3142",3142,"EPA0114","203",NA,NA,NA
"3143",3143,"EPA0114","203",NA,NA,NA
"3144",3144,"EPA0114","203",NA,NA,NA
"3145",3145,"EPA0114","203",5,NA,NA
"3146",3146,"EPA0114","203",4,NA,NA
"3147",3147,"EPA0114","203",7,NA,NA
"3148",3148,"EPA0114","203",NA,NA,NA
"3149",3149,"EPA0114","203",1,NA,NA
"3150",3150,"EPA0114","203",1,NA,NA
"3151",3151,"EPA0114","203",3,NA,NA
"3152",3152,"EPA0114","203",7,NA,NA
"3153",3153,"EPA0114","203",NA,NA,NA
"3154",3154,"EPA0114","203",9,NA,NA
"3155",3155,"EPA0114","203",6,NA,NA
"3156",3156,"EPA0116","203",3,NA,NA
"3157",3157,"EPA0116","203",NA,NA,NA
"3158",3158,"EPA0116","203",8,NA,NA
"3159",3159,"EPA0116","203",NA,NA,NA
"3160",3160,"EPA0116","203",NA,NA,NA
"3161",3161,"EPA0116","203",NA,NA,NA
"3162",3162,"EPA0116","203",5,NA,NA
"3163",3163,"EPA0116","203",4,NA,NA
"3164",3164,"EPA0116","203",7,NA,NA
"3165",3165,"EPA0116","203",NA,NA,NA
"3166",3166,"EPA0116","203",1,NA,NA
"3167",3167,"EPA0116","203",1,NA,NA
"3168",3168,"EPA0116","203",3,NA,NA
"3169",3169,"EPA0116","203",7,NA,NA
"3170",3170,"EPA0116","203",NA,NA,NA
"3171",3171,"EPA0116","203",9,NA,NA
"3172",3172,"EPA0116","203",6,NA,NA
"3173",3173,"EPA0117","203",3,NA,NA
"3174",3174,"EPA0117","203",NA,NA,NA
"3175",3175,"EPA0117","203",8,NA,NA
"3176",3176,"EPA0117","203",NA,NA,NA
"3177",3177,"EPA0117","203",NA,NA,NA
"3178",3178,"EPA0117","203",NA,NA,NA
"3179",3179,"EPA0117","203",5,NA,NA
"3180",3180,"EPA0117","203",4,NA,NA
"3181",3181,"EPA0117","203",7,NA,NA
"3182",3182,"EPA0117","203",NA,NA,NA
"3183",3183,"EPA0117","203",1,NA,NA
"3184",3184,"EPA0117","203",1,NA,NA
"3185",3185,"EPA0117","203",3,NA,NA
"3186",3186,"EPA0117","203",7,NA,NA
"3187",3187,"EPA0117","203",NA,NA,NA
"3188",3188,"EPA0117","203",9,NA,NA
"3189",3189,"EPA0117","203",6,NA,NA
"3190",3190,"EPA0118","128",1,NA,NA
"3191",3191,"EPA0118","128",1,NA,NA
"3192",3192,"EPA0118","128",1,NA,NA
"3193",3193,"EPA0118","128",1,NA,NA
"3194",3194,"EPA0119","14",1,NA,NA
"3195",3195,"EPA0119","14",1,NA,NA
"3196",3196,"EPA0119","14",1,NA,NA
"3197",3197,"EPA0119","221",1,NA,NA
"3198",3198,"EPA0120","96",1,NA,NA
"3199",3199,"EPA0120","96",1,NA,NA
"3200",3200,"EPA0120","96",1,NA,NA
"3201",3201,"EPA0120","96",1,NA,NA
"3202",3202,"EPA0120","96",1,NA,NA
"3203",3203,"EPA0120","96",1,NA,NA
"3204",3204,"EPA0120","96",1,NA,NA
"3205",3205,"EPA0120","96",1,NA,NA
"3206",3206,"EPA0120","96",1,NA,NA
"3207",3207,"EPA0120","96",1,NA,NA
"3208",3208,"EPA0120","96",1,NA,NA
"3209",3209,"EPA0120","96",NA,NA,NA
"3210",3210,"EPA0121","203",3,NA,NA
"3211",3211,"EPA0121","203",NA,NA,NA
"3212",3212,"EPA0121","203",8,NA,NA
"3213",3213,"EPA0121","203",NA,NA,NA
"3214",3214,"EPA0121","203",NA,NA,NA
"3215",3215,"EPA0121","203",NA,NA,NA
"3216",3216,"EPA0121","203",5,NA,NA
"3217",3217,"EPA0121","203",4,NA,NA
"3218",3218,"EPA0121","203",7,NA,NA
"3219",3219,"EPA0121","203",NA,NA,NA
"3220",3220,"EPA0121","203",1,NA,NA
"3221",3221,"EPA0121","203",1,NA,NA
"3222",3222,"EPA0121","203",3,NA,NA
"3223",3223,"EPA0121","203",7,NA,NA
"3224",3224,"EPA0121","203",NA,NA,NA
"3225",3225,"EPA0121","203",9,NA,NA
"3226",3226,"EPA0121","203",6,NA,NA
"3227",3227,"EPA0122","203",3,NA,NA
"3228",3228,"EPA0122","203",NA,NA,NA
"3229",3229,"EPA0122","203",8,NA,NA
"3230",3230,"EPA0122","203",NA,NA,NA
"3231",3231,"EPA0122","203",NA,NA,NA
"3232",3232,"EPA0122","203",NA,NA,NA
"3233",3233,"EPA0122","203",5,NA,NA
"3234",3234,"EPA0122","203",4,NA,NA
"3235",3235,"EPA0122","203",7,NA,NA
"3236",3236,"EPA0122","203",NA,NA,NA
"3237",3237,"EPA0122","203",1,NA,NA
"3238",3238,"EPA0122","203",1,NA,NA
"3239",3239,"EPA0122","203",3,NA,NA
"3240",3240,"EPA0122","203",7,NA,NA
"3241",3241,"EPA0122","203",NA,NA,NA
"3242",3242,"EPA0122","203",9,NA,NA
"3243",3243,"EPA0122","203",6,NA,NA
"3244",3244,"EPA0123","203",3,NA,NA
"3245",3245,"EPA0123","203",NA,NA,NA
"3246",3246,"EPA0123","203",8,NA,NA
"3247",3247,"EPA0123","203",NA,NA,NA
"3248",3248,"EPA0123","203",NA,NA,NA
"3249",3249,"EPA0123","203",NA,NA,NA
"3250",3250,"EPA0123","203",5,NA,NA
"3251",3251,"EPA0123","203",4,NA,NA
"3252",3252,"EPA0123","203",7,NA,NA
"3253",3253,"EPA0123","203",NA,NA,NA
"3254",3254,"EPA0123","203",1,NA,NA
"3255",3255,"EPA0123","203",1,NA,NA
"3256",3256,"EPA0123","203",3,NA,NA
"3257",3257,"EPA0123","203",7,NA,NA
"3258",3258,"EPA0123","203",NA,NA,NA
"3259",3259,"EPA0123","203",9,NA,NA
"3260",3260,"EPA0123","203",6,NA,NA
"3261",3261,"EPA0124","203",3,NA,NA
"3262",3262,"EPA0124","203",NA,NA,NA
"3263",3263,"EPA0124","203",8,NA,NA
"3264",3264,"EPA0124","203",NA,NA,NA
"3265",3265,"EPA0124","203",NA,NA,NA
"3266",3266,"EPA0124","203",NA,NA,NA
"3267",3267,"EPA0124","203",5,NA,NA
"3268",3268,"EPA0124","203",4,NA,NA
"3269",3269,"EPA0124","203",7,NA,NA
"3270",3270,"EPA0124","203",NA,NA,NA
"3271",3271,"EPA0124","203",1,NA,NA
"3272",3272,"EPA0124","203",1,NA,NA
"3273",3273,"EPA0124","203",3,NA,NA
"3274",3274,"EPA0124","203",7,NA,NA
"3275",3275,"EPA0124","203",NA,NA,NA
"3276",3276,"EPA0124","203",9,NA,NA
"3277",3277,"EPA0124","203",6,NA,NA
"3278",3278,"EPA0125","175",1,NA,NA
"3279",3279,"EPA0126","203",3,NA,NA
"3280",3280,"EPA0126","203",NA,NA,NA
"3281",3281,"EPA0126","203",8,NA,NA
"3282",3282,"EPA0126","203",NA,NA,NA
"3283",3283,"EPA0126","203",NA,NA,NA
"3284",3284,"EPA0126","203",NA,NA,NA
"3285",3285,"EPA0126","203",5,NA,NA
"3286",3286,"EPA0126","203",4,NA,NA
"3287",3287,"EPA0126","203",7,NA,NA
"3288",3288,"EPA0126","203",NA,NA,NA
"3289",3289,"EPA0126","203",1,NA,NA
"3290",3290,"EPA0126","203",1,NA,NA
"3291",3291,"EPA0126","203",3,NA,NA
"3292",3292,"EPA0126","203",7,NA,NA
"3293",3293,"EPA0126","203",NA,NA,NA
"3294",3294,"EPA0126","203",9,NA,NA
"3295",3295,"EPA0126","203",6,NA,NA
"3296",3296,"EPA0127","25",1,NA,NA
"3297",3297,"EPA0127","25",6,NA,NA
"3298",3298,"EPA0127","25",9,NA,NA
"3299",3299,"EPA0127","25",1,NA,NA
"3300",3300,"EPA0127","25",1,NA,NA
"3301",3301,"EPA0127","25",5,NA,NA
"3302",3302,"EPA0127","25",1,NA,NA
"3303",3303,"EPA0127","25",1,NA,NA
"3304",3304,"EPA0127","25",1,NA,NA
"3305",3305,"EPA0127","25",1,NA,NA
"3306",3306,"EPA0127","25",1,NA,NA
"3307",3307,"EPA0127","25",1,NA,NA
"3308",3308,"EPA0128","203",3,NA,NA
"3309",3309,"EPA0128","203",NA,NA,NA
"3310",3310,"EPA0128","203",8,NA,NA
"3311",3311,"EPA0128","203",NA,NA,NA
"3312",3312,"EPA0128","203",NA,NA,NA
"3313",3313,"EPA0128","203",NA,NA,NA
"3314",3314,"EPA0128","203",5,NA,NA
"3315",3315,"EPA0128","203",4,NA,NA
"3316",3316,"EPA0128","203",7,NA,NA
"3317",3317,"EPA0128","203",NA,NA,NA
"3318",3318,"EPA0128","203",1,NA,NA
"3319",3319,"EPA0128","203",1,NA,NA
"3320",3320,"EPA0128","203",3,NA,NA
"3321",3321,"EPA0128","203",7,NA,NA
"3322",3322,"EPA0128","203",NA,NA,NA
"3323",3323,"EPA0128","203",9,NA,NA
"3324",3324,"EPA0128","203",6,NA,NA
"3325",3325,"EPA0129","203",3,NA,NA
"3326",3326,"EPA0129","203",NA,NA,NA
"3327",3327,"EPA0129","203",8,NA,NA
"3328",3328,"EPA0129","203",NA,NA,NA
"3329",3329,"EPA0129","203",NA,NA,NA
"3330",3330,"EPA0129","203",NA,NA,NA
"3331",3331,"EPA0129","203",5,NA,NA
"3332",3332,"EPA0129","203",4,NA,NA
"3333",3333,"EPA0129","203",7,NA,NA
"3334",3334,"EPA0129","203",NA,NA,NA
"3335",3335,"EPA0129","203",1,NA,NA
"3336",3336,"EPA0129","203",1,NA,NA
"3337",3337,"EPA0129","203",3,NA,NA
"3338",3338,"EPA0129","203",7,NA,NA
"3339",3339,"EPA0129","203",NA,NA,NA
"3340",3340,"EPA0129","203",9,NA,NA
"3341",3341,"EPA0129","203",6,NA,NA
"3342",3342,"EPA0008","196",1,NA,NA
"3343",3343,"EPA0008","196",1,NA,NA
"3344",3344,"EPA0008","196",1,NA,NA
"3345",3345,"EPA0008","196",1,NA,NA
"3346",3346,"EPA0008","196",1,NA,NA
"3347",3347,"EPA0008","196",1,NA,NA
"3348",3348,"EPA0008","55",1,NA,NA
"3349",3349,"EPA0008","55",1,NA,NA
"3350",3350,"EPA0008","55",1,NA,NA
"3351",3351,"EPA0008","55",1,NA,NA
"3352",3352,"EPA0008","102",1,NA,NA
"3353",3353,"EPA0008","102",1,NA,NA
"3354",3354,"EPA0008","102",1,NA,NA
"3355",3355,"EPA0008","102",1,NA,NA
"3356",3356,"EPA0008","102",1,NA,NA
"3357",3357,"EPA0008","102",1,NA,NA
"3358",3358,"EPA0115","203",3,NA,NA
"3359",3359,"EPA0115","203",NA,NA,NA
"3360",3360,"EPA0115","203",8,NA,NA
"3361",3361,"EPA0115","203",NA,NA,NA
"3362",3362,"EPA0115","203",NA,NA,NA
"3363",3363,"EPA0115","203",NA,NA,NA
"3364",3364,"EPA0115","203",5,NA,NA
"3365",3365,"EPA0115","203",4,NA,NA
"3366",3366,"EPA0115","203",7,NA,NA
"3367",3367,"EPA0115","203",NA,NA,NA
"3368",3368,"EPA0115","203",1,NA,NA
"3369",3369,"EPA0115","203",1,NA,NA
"3370",3370,"EPA0115","203",3,NA,NA
"3371",3371,"EPA0115","203",7,NA,NA
"3372",3372,"EPA0115","203",NA,NA,NA
"3373",3373,"EPA0115","203",9,NA,NA
"3374",3374,"EPA0115","203",6,NA,NA
"3375",3375,"EPA0104","99",1,NA,NA
"3376",3376,"EPA0104","99",1,NA,NA
"3377",3377,"EPA0104","102",1,NA,NA
"3378",3378,"EPA0104","102",1,NA,NA
"3379",3379,"EPA0104","102",1,NA,NA
"3380",3380,"EPA0104","102",1,NA,NA
"3381",3381,"EPA0104","102",1,NA,NA
"3382",3382,"EPA0104","102",1,NA,NA
"3383",3383,"EPA0086","188",1,NA,NA
"3384",3384,"EPA0033","196",1,NA,NA
"3385",3385,"EPA0033","196",1,NA,NA
"3386",3386,"EPA0033","196",1,NA,NA
"3387",3387,"EPA0033","196",1,NA,NA
"3388",3388,"EPA0033","196",1,NA,NA
"3389",3389,"EPA0033","196",1,NA,NA
"3390",3390,"EPA0042","189",1,NA,NA
"3391",3391,"EPA0132","25",1,NA,NA
"3392",3392,"EPA0132","25",6,NA,NA
"3393",3393,"EPA0132","25",9,NA,NA
"3394",3394,"EPA0132","25",1,NA,NA
"3395",3395,"EPA0132","25",1,NA,NA
"3396",3396,"EPA0132","25",5,NA,NA
"3397",3397,"EPA0132","25",1,NA,NA
"3398",3398,"EPA0132","25",1,NA,NA
"3399",3399,"EPA0132","25",1,NA,NA
"3400",3400,"EPA0132","25",1,NA,NA
"3401",3401,"EPA0132","25",1,NA,NA
"3402",3402,"EPA0132","25",1,NA,NA
"3403",3403,"EPA0131","119",1,NA,NA
"3404",3404,"EPA0131","119",1,NA,NA
"3405",3405,"EPA0131","119",1,NA,NA
"3406",3406,"EPA0131","119",1,NA,NA
"3407",3407,"EPA0131","119",1,NA,NA
"3408",3408,"EPA0131","119",1,NA,NA
"3409",3409,"EPA0131","119",1,NA,NA
"3410",3410,"EPA0131","119",1,NA,NA
"3411",3411,"EPA0131","119",1,NA,NA
"3412",3412,"EPA0131","119",1,NA,NA
"3413",3413,"EPA0131","119",1,NA,NA
"3414",3414,"EPA0131","119",1,NA,NA
"3415",3415,"EPA0133","117",1,NA,NA
"3416",3416,"EPA0133","117",1,NA,NA
"3417",3417,"EPA0133","117",1,NA,NA
"3418",3418,"EPA0133","117",1,NA,NA
"3419",3419,"EPA0133","117",1,NA,NA
"3420",3420,"EPA0134","203",3,NA,NA
"3421",3421,"EPA0134","203",NA,NA,NA
"3422",3422,"EPA0134","203",8,NA,NA
"3423",3423,"EPA0134","203",NA,NA,NA
"3424",3424,"EPA0134","203",NA,NA,NA
"3425",3425,"EPA0134","203",NA,NA,NA
"3426",3426,"EPA0134","203",5,NA,NA
"3427",3427,"EPA0134","203",4,NA,NA
"3428",3428,"EPA0134","203",7,NA,NA
"3429",3429,"EPA0134","203",NA,NA,NA
"3430",3430,"EPA0134","203",1,NA,NA
"3431",3431,"EPA0134","203",1,NA,NA
"3432",3432,"EPA0134","203",3,NA,NA
"3433",3433,"EPA0134","203",7,NA,NA
"3434",3434,"EPA0134","203",NA,NA,NA
"3435",3435,"EPA0134","203",9,NA,NA
"3436",3436,"EPA0134","203",6,NA,NA
"3437",3437,"EPA0011","130",1,NA,NA
"3438",3438,"EPA0105","209",1,NA,NA
"3439",3439,"EPA0105","111",1,NA,NA
"3440",3440,"EPA0105","111",1,NA,NA
"3441",3441,"EPA0105","111",1,NA,NA
"3442",3442,"EPA0105","111",1,NA,NA
"3443",3443,"EPA0061","103",1,NA,NA
"3444",3444,"EPA0061","103",1,NA,NA
"3445",3445,"EPA0061","103",1,NA,NA
"3446",3446,"EPA0061","103",1,NA,NA
"3447",3447,"EPA0061","103",1,NA,NA
"3448",3448,"EPA0061","103",1,NA,NA
"3449",3449,"EPA0061","103",1,NA,NA
"3450",3450,"EPA0061","151",1,NA,NA
"3451",3451,"EPA0061","151",1,NA,NA
"3452",3452,"EPA0061","151",1,NA,NA
"3453",3453,"EPA0061","151",1,NA,NA
"3454",3454,"EPA0061","151",1,NA,NA
"3455",3455,"EPA0061","151",1,NA,NA
"3456",3456,"EPA0061","151",1,NA,NA
"3457",3457,"EPA0061","151",1,NA,NA
"3458",3458,"EPA0061","157",1,NA,NA
"3459",3459,"EPA0061","157",1,NA,NA
"3460",3460,"EPA0061","157",1,NA,NA
"3461",3461,"EPA0130","224",1,NA,NA
"3462",3462,"EPA0130","224",1,NA,NA
"3463",3463,"EPA0042","86",1,NA,NA
"3464",3464,"EPA0042","86",1,NA,NA
"3465",3465,"EPA0042","86",1,NA,NA
"3466",3466,"EPA0042","87",1,NA,NA
"3467",3467,"EPA0042","87",1,NA,NA
"3468",3468,"EPA0042","87",1,NA,NA
"3469",3469,"EPA0042","123",1,NA,NA
"3470",3470,"EPA0042","123",1,NA,NA
"3471",3471,"EPA0079","101",1,NA,NA
"3472",3472,"EPA0079","101",1,NA,NA
"3473",3473,"EPA0079","101",1,NA,NA
"3474",3474,"EPA0079","101",1,NA,NA
"3475",3475,"EPA0079","101",1,NA,NA
"3476",3476,"EPA0079","101",1,NA,NA
"3477",3477,"EPA0079","101",1,NA,NA
"3478",3478,"EPA0079","101",1,NA,NA
"3479",3479,"EPA0079","101",1,NA,NA
"3480",3480,"EPA0079","101",1,NA,NA
"3481",3481,"EPA0079","101",1,NA,NA
"3482",3482,"EPA0079","101",1,NA,NA
"3483",3483,"EPA0079","101",1,NA,NA
"3484",3484,"EPA0079","101",1,NA,NA
"3485",3485,"EPA0014","195",1,NA,NA
"3486",3486,"EPA0028","250",1,NA,NA
"3487",3487,"EPA0028","251",1,NA,NA
"3488",3488,"EPA0028","253",1,NA,NA
"3489",3489,"EPA0028","254",NA,NA,NA
"3490",3490,"EPA0048","196",1,NA,NA
"3491",3491,"EPA0048","196",1,NA,NA
"3492",3492,"EPA0048","196",1,NA,NA
"3493",3493,"EPA0048","196",1,NA,NA
"3494",3494,"EPA0048","196",1,NA,NA
"3495",3495,"EPA0048","196",1,NA,NA
"3496",3496,"EPA0048","190",1,NA,NA
"3497",3497,"EPA0048","190",1,NA,NA
"3498",3498,"EPA0048","190",1,NA,NA
"3499",3499,"EPA0048","191",1,NA,NA
"3500",3500,"EPA0048","191",1,NA,NA
"3501",3501,"EPA0048","191",1,NA,NA
"3502",3502,"EPA0135","190",1,NA,NA
"3503",3503,"EPA0135","190",1,NA,NA
"3504",3504,"EPA0135","190",1,NA,NA
"3505",3505,"EPA0135","191",1,NA,NA
"3506",3506,"EPA0135","191",1,NA,NA
"3507",3507,"EPA0135","191",1,NA,NA
"3508",3508,"EPA0135","138",1,NA,NA
"3509",3509,"EPA0135","138",1,NA,NA
"3510",3510,"EPA0135","138",1,NA,NA
"3511",3511,"EPA0135","138",1,NA,NA
"3512",3512,"EPA0135","138",1,NA,NA
"3513",3513,"EPA0135","138",1,NA,NA
"3514",3514,"EPA0135","138",1,NA,NA
"3515",3515,"EPA0135","138",1,NA,NA
"3516",3516,"EPA0135","138",1,NA,NA
"3517",3517,"EPA0135","138",1,NA,NA
"3518",3518,"EPA0135","138",1,NA,NA
"3519",3519,"EPA0135","138",1,NA,NA
"3520",3520,"EPA0137","165",1,NA,NA
"3521",3521,"EPA0137","165",1,NA,NA
"3522",3522,"EPA0137","93",1,NA,NA
"3523",3523,"EPA0137","93",1,NA,NA
"3524",3524,"EPA0137","93",1,NA,NA
"3525",3525,"EPA0137","93",1,NA,NA
"3526",3526,"EPA0137","93",1,NA,NA
"3527",3527,"EPA0137","93",1,NA,NA
"3528",3528,"EPA0137","93",1,NA,NA
"3529",3529,"EPA0137","93",1,NA,NA
"3530",3530,"EPA0137","93",1,NA,NA
"3531",3531,"EPA0137","93",1,NA,NA
"3532",3532,"EPA0137","93",1,NA,NA
"3533",3533,"EPA0137","93",1,NA,NA
"3534",3534,"EPA0137","93",1,NA,NA
